Muestra,Dato__1,Dato__2,Dato__3,Dato__4,Dato__5,Dato__6,Dato__7,Dato__8,Dato__9,Dato__10,Dato__11,Dato__12,Dato__13,Dato__14,Dato__15,Dato__16,Dato__17,Dato__18,Dato__19,Dato__20,Dato__21,Dato__22,Dato__23,Dato__24,Dato__25,Dato__26,Dato__27,Dato__28,Dato__29,Dato__30
Muestra__611,31,33,50,34,31,35,25,38,24,50,27,24,33,40,31,31,25,29,43,22,43,25,37,40,33,29,42,48,26,35
Muestra__612,29,23,24,34,22,19,27,31,43,31,27,55,38,53,31,31,35,42,45,40,29,28,24,42,32,26,33,46,24,35
Muestra__613,34,50,29,28,22,40,34,34,NA,38,26,52,24,39,37,65,38,27,33,40,48,40,35,39,22,45,38,25,34,23
Muestra__614,35,34,39,31,30,NA,31,38,26,34,36,27,27,49,33,35,46,35,54,34,22,36,65,35,35,50,33,27,40,35
Muestra__615,33,34,28,26,28,32,31,40,43,33,36,37,23,24,40,54,24,44,27,29,35,58,40,34,22,50,31,55,33,46
Muestra__616,25,30,42,27,46,24,NA,54,27,31,42,45,36,37,27,44,24,31,26,42,47,55,33,38,34,45,33,24,27,26
Muestra__617,27,58,27,44,40,29,52,35,42,33,42,48,46,26,34,42,63,23,25,35,40,27,27,28,46,40,36,43,31,35
Muestra__618,33,NA,50,29,47,28,46,19,35,36,42,28,26,25,31,34,29,48,55,22,44,65,40,32,38,27,30,32,42,34
Muestra__619,23,29,46,27,24,48,47,40,34,44,45,28,35,53,34,22,40,33,30,60,32,35,38,46,34,31,26,54,35,37
Muestra__620,19,29,46,32,26,22,37,32,31,58,36,26,45,65,31,58,49,43,27,33,32,22,42,39,26,48,30,55,29,40
Muestra__621,35,40,47,26,34,35,37,38,40,34,27,55,40,22,32,27,29,42,48,30,34,46,55,28,45,43,35,31,26,32
Muestra__622,26,32,36,30,33,40,34,31,27,35,42,34,36,42,37,52,22,44,34,44,35,65,33,40,30,39,65,46,46,45
Muestra__623,37,48,44,26,25,32,40,30,26,43,50,29,45,46,NA,35,26,24,58,35,33,31,53,26,22,38,34,23,34,40
Muestra__624,47,26,34,28,31,44,38,24,27,26,35,22,63,43,25,50,35,25,40,45,46,34,32,26,45,22,25,28,23,58
Muestra__625,49,37,27,24,28,27,25,39,40,33,28,31,46,31,54,25,31,24,34,35,40,33,26,27,30,55,46,58,22,26
Muestra__626,35,44,34,38,29,NA,26,27,40,24,31,52,48,49,33,34,24,34,25,38,34,19,22,34,31,NA,27,65,27,37
Muestra__627,25,43,24,33,44,46,27,30,40,31,24,34,37,35,35,49,33,32,27,40,44,40,26,46,34,32,32,29,40,38
Muestra__628,43,35,29,40,33,55,38,46,46,44,31,42,46,31,31,31,50,27,39,48,37,26,33,30,29,28,40,35,22,58
Muestra__629,27,31,24,22,25,29,54,33,30,32,31,35,29,38,29,58,23,34,48,26,24,29,34,28,37,25,65,31,35,65
Muestra__630,36,63,40,25,60,40,46,50,29,25,55,34,32,35,40,44,34,22,27,43,29,22,28,30,30,28,46,31,29,24
Muestra__631,38,46,32,35,32,46,63,44,29,25,32,46,34,29,45,25,48,28,40,27,31,35,27,31,25,26,34,27,35,34
Muestra__632,34,55,43,35,29,40,58,39,28,31,46,31,36,25,35,NA,26,27,27,40,24,46,40,34,30,37,26,32,52,38
Muestra__633,52,29,36,26,24,44,27,35,55,27,40,37,43,42,35,24,32,35,40,45,34,25,31,33,32,55,33,27,46,40
Muestra__634,33,38,34,40,43,NA,34,27,22,42,24,28,40,35,46,46,36,40,32,36,19,44,33,31,27,31,63,44,32,28
Muestra__635,65,42,33,27,22,35,31,29,40,55,32,32,45,29,46,32,39,24,33,31,39,35,22,50,22,34,24,30,31,55
Muestra__636,34,28,55,46,48,34,27,35,45,58,63,32,33,31,32,65,22,35,42,47,31,33,26,32,36,31,40,31,NA,38
Muestra__637,31,47,34,58,54,28,40,36,37,27,24,19,52,31,27,35,25,33,36,40,29,50,28,27,53,65,45,23,34,39
Muestra__638,58,23,45,30,35,40,32,29,43,32,40,34,34,27,46,33,35,34,28,39,29,28,65,31,NA,40,42,44,24,27
Muestra__639,29,31,46,28,35,52,28,33,35,48,27,25,29,46,36,37,60,27,44,54,32,33,34,35,22,35,27,40,34,53
Muestra__640,32,65,31,30,52,35,40,27,31,43,46,43,40,55,46,37,31,24,28,52,31,26,58,35,54,45,34,46,40,22
Muestra__641,40,33,37,26,36,35,32,34,65,33,44,33,23,22,40,31,28,28,27,33,32,27,47,37,37,28,65,43,32,30
Muestra__642,38,40,30,32,30,24,43,49,34,28,28,48,58,35,45,33,24,53,22,27,26,37,25,50,44,35,35,27,34,31
Muestra__643,34,35,24,52,32,NA,32,34,31,26,26,35,23,22,35,46,31,40,37,40,44,55,35,60,34,30,26,NA,39,37
Muestra__644,22,34,36,54,29,37,26,25,42,42,34,38,26,27,35,40,40,65,37,43,31,31,45,43,24,48,39,40,27,24
Muestra__645,33,38,25,38,43,40,37,42,39,33,35,24,46,33,40,31,31,40,36,46,35,40,31,31,40,52,35,32,52,25
Muestra__646,31,40,29,32,22,31,32,40,34,28,40,31,35,29,46,26,35,31,54,55,65,24,31,50,34,63,37,34,25,25
Muestra__647,25,43,48,25,34,25,33,40,35,31,31,35,35,35,48,24,38,31,NA,24,52,32,34,55,32,35,49,26,27,47
Muestra__648,40,38,47,46,65,37,34,46,42,26,24,32,35,44,24,63,35,50,44,58,22,33,NA,29,36,33,37,40,35,40
Muestra__649,30,40,34,28,46,35,48,52,40,38,45,54,33,34,34,33,35,32,31,28,34,31,53,NA,35,36,31,36,33,55
Muestra__650,46,37,44,33,31,45,40,34,40,36,34,36,29,29,50,53,44,33,35,32,35,27,52,35,33,37,30,40,32,24
Muestra__651,36,34,24,37,22,40,32,27,34,44,25,39,27,35,31,33,31,22,58,39,22,31,40,32,43,63,28,31,40,32
Muestra__652,30,35,26,40,49,35,40,34,31,52,32,42,58,27,50,33,22,34,23,45,27,27,44,28,40,42,24,33,34,40
Muestra__653,35,49,34,47,34,26,38,26,22,40,54,35,42,43,65,50,32,34,29,35,29,34,27,45,19,58,32,48,52,NA
Muestra__654,33,37,40,55,26,33,47,38,38,43,26,44,35,32,33,36,27,23,32,35,28,34,58,34,55,45,24,19,31,40
Muestra__655,25,25,38,30,26,23,31,55,28,38,29,35,32,34,22,35,25,NA,31,34,32,34,29,35,32,52,34,28,31,40
Muestra__656,47,33,33,35,34,34,39,22,49,28,39,52,37,31,38,31,32,33,42,54,NA,32,40,46,35,27,35,34,23,27
Muestra__657,38,26,42,34,46,26,26,25,NA,32,46,31,40,33,42,33,48,22,40,46,27,33,28,40,44,50,46,33,22,40
Muestra__658,47,55,24,31,36,42,34,32,35,34,46,30,31,40,27,28,26,40,34,28,34,45,55,45,29,27,44,39,34,35
Muestra__659,55,35,23,27,32,31,31,40,30,34,22,NA,63,26,65,33,40,35,29,48,46,36,31,34,36,35,32,38,27,31
Muestra__660,26,55,42,38,65,30,31,25,52,55,33,34,36,40,45,37,32,34,48,43,27,40,35,34,26,40,28,60,42,32
Muestra__661,30,27,25,34,35,49,24,35,40,31,35,31,27,39,37,27,28,26,35,29,33,55,60,38,48,36,45,22,40,26
Muestra__662,NA,35,48,38,46,37,31,33,35,31,44,33,27,52,35,55,29,40,25,27,52,22,30,39,46,40,55,45,46,32
Muestra__663,25,34,47,30,19,42,32,40,28,26,45,40,46,44,37,NA,44,38,65,35,36,58,32,26,42,37,30,46,24,43
Muestra__664,34,NA,32,48,34,58,33,54,40,58,27,35,60,33,34,42,28,33,34,43,46,37,30,55,38,33,40,40,44,NA
Muestra__665,25,30,37,42,46,39,29,54,38,31,22,65,53,44,24,NA,35,46,43,55,24,29,45,33,22,49,39,32,45,38
Muestra__666,33,32,42,22,28,43,25,49,24,29,31,32,35,27,40,40,31,46,55,54,28,44,33,26,40,52,28,25,28,34
Muestra__667,34,26,46,26,44,35,32,42,40,37,35,31,32,45,44,31,25,22,NA,48,40,38,28,25,30,34,50,19,43,34
Muestra__668,44,30,25,31,22,35,40,34,40,29,37,49,26,27,45,32,27,32,53,46,27,33,28,25,50,31,65,44,40,48
Muestra__669,31,40,31,33,22,35,27,40,38,36,63,24,31,34,50,38,37,36,33,46,65,28,27,40,44,58,52,26,45,35
Muestra__670,47,34,32,65,25,37,28,27,28,50,42,34,39,34,31,40,34,40,27,22,53,25,38,22,45,22,40,31,NA,35
Muestra__671,33,44,39,28,42,35,40,40,31,26,28,31,55,33,31,22,29,22,31,48,33,65,31,55,24,27,23,26,44,46
Muestra__672,30,27,24,34,31,24,37,45,25,30,23,33,36,58,65,31,31,35,28,34,46,60,31,32,44,42,33,42,25,29
Muestra__673,33,26,58,26,31,30,38,28,32,24,53,35,23,39,50,36,45,22,30,28,30,39,33,45,33,33,31,40,37,37
Muestra__674,27,34,32,19,35,24,40,30,42,53,52,50,40,46,55,25,31,28,33,36,24,63,33,46,40,60,36,54,37,27
Muestra__675,31,58,37,42,31,65,38,27,26,32,28,24,26,42,25,39,NA,39,22,32,29,58,27,38,40,46,28,29,32,25
Muestra__676,23,30,52,32,25,32,40,27,45,45,34,46,31,26,38,35,40,34,32,33,52,35,31,26,29,25,32,29,65,33
Muestra__677,35,58,33,22,NA,22,28,34,23,31,34,40,46,33,45,27,35,33,42,43,25,55,29,37,26,26,34,40,35,35
Muestra__678,65,40,33,42,32,45,44,25,32,38,29,40,44,50,33,27,27,28,31,60,58,40,48,22,33,32,32,27,31,35
Muestra__679,31,24,52,37,27,45,40,26,40,33,39,58,34,43,37,35,24,22,32,35,47,53,65,29,30,43,38,19,33,27
Muestra__680,33,58,55,49,60,34,40,27,38,53,26,26,28,35,31,22,33,46,46,50,34,40,27,24,65,48,46,54,46,40
Muestra__681,39,35,24,29,44,30,35,26,55,24,27,36,40,26,60,42,28,32,52,33,46,22,28,45,25,36,52,25,22,31
Muestra__682,38,32,27,43,35,43,22,50,33,34,31,32,26,31,39,35,45,36,27,30,29,33,38,26,46,65,34,48,42,38
Muestra__683,58,34,58,44,22,31,33,25,34,NA,30,31,27,35,28,40,26,35,46,38,36,29,34,42,32,31,25,35,33,27
Muestra__684,65,26,40,33,34,32,40,46,25,31,27,32,35,36,50,40,30,35,24,36,38,34,34,28,55,35,25,32,29,34
Muestra__685,34,31,37,46,35,34,52,58,30,31,55,32,35,38,27,22,26,23,65,25,29,22,24,32,33,46,46,35,33,32
Muestra__686,42,60,52,40,32,25,38,24,26,27,34,22,35,38,31,34,24,42,46,37,34,36,35,43,19,34,33,40,58,30
Muestra__687,44,40,45,22,26,36,36,35,26,40,37,31,24,43,28,40,28,24,34,37,34,37,40,58,35,40,46,45,25,45
Muestra__688,NA,29,54,22,26,53,45,NA,26,63,24,27,60,32,40,34,27,31,36,22,32,39,25,22,44,65,35,32,46,35
Muestra__689,24,35,54,26,35,42,55,25,50,35,48,40,32,65,34,58,23,40,37,45,60,39,44,35,32,27,46,35,30,27
Muestra__690,31,34,47,34,30,53,42,25,28,29,40,22,31,42,50,33,63,40,19,35,24,31,31,24,32,34,65,37,40,34
Muestra__691,34,31,30,43,29,33,34,28,42,25,31,24,40,35,26,30,35,53,42,34,46,28,65,24,34,36,27,58,35,27
Muestra__692,27,42,35,27,27,32,45,26,47,48,38,25,44,37,34,27,33,35,31,22,33,32,36,35,40,28,34,50,36,55
Muestra__693,32,33,24,34,29,39,40,24,29,54,34,58,31,48,33,40,29,25,31,46,26,38,27,40,34,19,35,40,27,35
Muestra__694,35,27,30,33,34,44,27,28,NA,46,32,33,42,40,42,55,29,31,40,45,24,40,27,40,38,34,36,58,26,40
Muestra__695,50,52,26,36,44,43,29,44,30,65,46,32,38,32,22,63,40,25,50,45,24,32,40,35,37,34,31,33,45,42
Muestra__696,24,35,55,43,40,55,26,25,65,53,65,35,31,30,40,33,24,38,31,60,42,49,27,33,23,33,27,27,22,22
Muestra__697,50,27,32,24,35,33,36,46,35,36,27,60,27,37,25,45,48,31,NA,25,35,31,22,54,32,58,29,39,29,28
Muestra__698,36,24,30,34,33,55,35,31,45,31,25,24,46,35,22,45,44,42,40,52,43,25,44,35,46,31,26,58,58,44
Muestra__699,29,30,44,27,22,26,28,24,32,37,34,31,31,31,35,29,31,25,33,26,22,24,35,31,24,60,46,28,36,30
Muestra__700,35,27,34,30,34,NA,36,47,40,32,39,25,28,35,26,34,38,44,40,30,35,40,34,32,32,39,29,35,31,52
Muestra__701,30,25,46,29,40,42,46,35,35,65,31,22,26,32,27,54,29,24,25,43,33,49,39,32,27,40,31,37,42,22
Muestra__702,40,65,35,60,32,40,34,24,55,44,29,26,30,31,49,32,35,34,52,28,46,31,32,36,25,25,31,46,24,22
Muestra__703,31,35,35,33,33,32,36,25,39,25,63,24,31,25,29,52,27,44,40,54,24,49,26,31,NA,36,37,33,47,37
Muestra__704,45,25,27,39,46,43,46,38,32,40,32,27,31,33,30,32,40,22,44,35,40,31,58,53,34,34,28,31,35,42
Muestra__705,44,26,52,NA,38,38,24,31,35,46,31,37,65,32,40,65,40,27,36,60,24,31,27,37,40,27,28,34,39,33
Muestra__706,55,30,NA,32,32,22,34,25,40,40,32,26,27,45,39,48,42,40,35,24,31,65,30,36,33,27,33,27,35,40
Muestra__707,24,28,31,40,44,47,31,33,24,60,28,58,38,26,29,24,55,29,39,46,35,39,25,35,38,34,33,31,55,33
Muestra__708,24,27,35,35,65,35,33,33,50,34,26,52,52,28,30,37,49,31,31,44,27,32,40,35,29,42,28,25,55,44
Muestra__709,33,38,39,33,26,30,33,49,25,25,35,39,32,22,27,46,44,31,35,36,28,29,24,31,42,31,44,55,24,22
Muestra__710,42,31,31,33,31,28,38,28,32,40,40,46,35,36,27,32,55,NA,31,32,26,19,38,39,35,45,39,63,29,31
Muestra__711,22,58,27,36,31,28,40,49,55,34,32,33,24,44,29,42,31,43,33,50,33,53,45,55,24,35,25,32,27,33
Muestra__712,45,31,31,32,40,35,50,22,38,32,34,60,35,39,27,42,30,49,55,27,37,45,32,40,27,26,47,39,33,34
Muestra__713,30,45,38,60,48,42,27,52,55,65,37,22,33,46,45,32,36,32,39,38,40,35,22,35,34,33,55,46,34,37
Muestra__714,34,25,60,33,24,32,49,30,58,43,27,22,35,24,44,26,40,40,36,40,31,42,22,33,31,34,40,34,26,35
Muestra__715,45,58,52,31,35,55,39,45,35,26,50,38,55,65,49,38,37,34,35,48,44,36,55,58,40,35,31,40,36,42
Muestra__716,30,42,55,50,45,33,33,NA,37,25,48,58,34,36,36,29,31,35,31,28,32,32,28,35,50,38,27,39,34,24
Muestra__717,37,22,54,33,25,22,34,31,34,46,55,26,46,58,37,34,29,44,40,39,32,45,25,45,40,32,31,40,33,35
Muestra__718,23,36,32,31,32,37,55,46,40,35,58,46,26,28,31,22,34,26,31,50,33,27,27,35,34,40,25,30,34,36
Muestra__719,24,29,46,33,35,33,58,35,42,32,63,35,26,35,31,58,34,27,26,27,24,26,39,31,40,19,30,44,40,32
Muestra__720,38,37,43,35,27,37,36,31,45,39,36,50,48,42,52,30,31,29,44,43,30,34,40,33,35,27,27,22,32,52
Muestra__721,37,48,28,29,55,27,63,30,25,42,27,33,27,35,42,53,30,31,24,58,45,31,24,32,31,29,34,38,24,44
Muestra__722,55,40,52,40,52,50,60,55,38,31,53,42,34,26,35,29,24,46,44,34,38,29,50,46,55,39,28,31,26,26
Muestra__723,26,33,35,45,24,34,42,49,22,38,33,23,36,60,50,47,22,34,44,32,NA,43,NA,31,65,24,29,29,35,31
Muestra__724,45,42,33,26,36,22,27,25,65,55,36,32,22,28,25,33,60,33,44,29,25,34,35,26,44,31,31,40,33,42
Muestra__725,50,19,27,29,40,31,40,33,45,37,58,65,22,54,26,35,28,40,38,29,33,31,24,55,35,22,27,40,53,40
Muestra__726,29,33,34,27,65,44,24,40,36,31,45,52,28,23,25,43,28,35,35,34,32,35,34,35,46,48,40,46,39,32
Muestra__727,31,65,33,45,27,40,35,31,63,28,48,28,19,40,42,36,36,31,34,40,50,37,46,32,31,65,37,27,55,22
Muestra__728,25,33,26,42,58,42,33,28,24,26,24,34,33,60,27,31,49,40,35,53,34,27,36,48,50,23,36,63,25,40
Muestra__729,32,33,46,33,40,28,33,34,45,46,30,22,42,37,NA,24,37,29,26,34,58,28,33,60,31,27,55,40,35,24
Muestra__730,24,31,65,38,46,22,22,42,33,58,31,35,27,34,46,33,32,40,40,29,34,35,43,27,36,34,NA,35,25,28
Muestra__731,45,24,28,46,27,50,22,25,40,33,29,40,35,47,28,38,34,31,65,60,34,31,40,43,42,44,34,52,27,65
Muestra__732,46,60,40,25,54,24,32,40,44,37,49,55,44,34,43,24,29,48,37,42,58,38,52,26,28,NA,50,25,46,45
Muestra__733,24,26,26,22,44,46,46,43,29,34,31,29,29,58,25,32,28,33,28,35,28,55,31,32,NA,65,38,24,40,46
Muestra__734,43,35,26,19,32,30,29,38,38,27,38,53,31,40,35,46,35,24,28,35,36,NA,48,40,36,37,22,34,60,36
Muestra__735,28,25,19,40,46,37,58,45,33,28,60,NA,36,35,38,40,33,48,42,33,38,34,55,30,25,31,35,33,35,34
Muestra__736,42,29,55,27,52,24,34,27,31,31,26,31,31,55,36,22,39,31,40,25,33,49,33,22,44,40,29,31,31,52
Muestra__737,40,19,NA,37,22,40,44,32,36,46,58,32,28,46,29,35,55,40,24,45,36,39,29,31,35,43,31,40,28,27
Muestra__738,31,33,24,43,22,46,33,40,32,34,26,37,39,33,42,32,36,52,33,31,24,39,38,44,34,44,29,26,35,26
Muestra__739,27,35,37,26,35,22,24,44,31,47,28,36,31,31,35,55,28,28,33,33,33,46,42,31,35,31,43,46,40,31
Muestra__740,47,52,37,36,31,27,40,58,26,35,48,45,31,33,55,24,35,28,36,31,29,30,31,60,26,44,42,32,31,32
Muestra__741,35,34,32,43,22,31,60,29,25,44,34,37,30,34,35,46,42,24,31,36,32,40,40,28,34,29,27,31,24,35
Muestra__742,58,26,27,39,35,29,37,30,32,52,33,24,42,33,28,35,24,43,35,31,33,19,31,28,32,31,32,40,27,46
Muestra__743,24,35,50,31,26,46,34,37,37,45,27,46,45,27,44,46,32,24,32,44,33,30,42,35,47,24,31,29,34,34
Muestra__744,22,35,43,34,40,40,24,30,36,36,25,32,29,49,46,35,65,40,26,42,35,29,25,26,34,25,32,53,24,26
Muestra__745,32,31,31,45,26,27,32,34,29,NA,31,24,60,54,31,30,24,40,34,34,25,32,33,40,44,36,34,29,32,27
Muestra__746,22,48,40,45,31,25,26,49,38,30,44,28,30,26,58,39,37,39,50,27,40,31,45,31,35,25,34,24,28,31
Muestra__747,38,60,NA,35,52,26,48,34,42,26,25,22,39,24,63,33,48,40,31,37,58,31,34,30,36,40,27,27,55,37
Muestra__748,25,31,30,37,NA,31,34,33,19,46,34,28,55,24,65,25,49,55,26,24,48,58,29,36,55,35,26,45,45,32
Muestra__749,40,44,35,53,35,27,26,38,44,45,33,25,40,31,33,31,33,46,37,52,24,39,32,25,65,28,26,35,34,37
Muestra__750,40,46,34,31,24,27,33,60,26,31,28,25,35,46,50,35,31,37,42,26,35,54,24,27,22,63,22,33,52,40
Muestra__751,35,32,29,32,36,42,33,39,46,40,31,33,44,45,44,29,22,46,31,30,34,28,32,35,26,27,31,22,55,65
Muestra__752,47,32,32,25,35,44,37,29,35,50,40,28,27,32,35,45,NA,49,26,36,27,46,22,43,46,37,25,31,22,35
Muestra__753,22,36,29,23,25,31,27,42,40,42,43,33,33,47,40,25,40,32,36,34,34,35,NA,29,24,53,28,19,42,31
Muestra__754,42,54,42,45,30,52,47,34,32,33,27,65,35,63,58,35,46,25,NA,33,55,26,26,36,53,26,46,31,29,26
Muestra__755,49,28,32,31,34,36,33,38,27,27,26,31,40,24,37,44,35,40,43,24,34,48,29,40,52,39,32,40,29,24
Muestra__756,47,55,22,40,27,29,32,35,31,23,36,40,27,31,32,29,40,34,53,35,33,33,48,38,39,58,33,34,27,39
Muestra__757,34,39,27,34,25,31,52,40,39,27,36,34,37,35,26,32,27,27,44,44,45,32,22,40,33,47,28,36,58,65
Muestra__758,55,37,30,45,33,27,37,45,NA,55,65,35,46,27,32,28,33,NA,34,42,35,34,30,31,31,45,29,35,34,49
Muestra__759,36,22,29,50,30,35,37,34,34,31,31,25,31,33,30,28,24,52,48,44,29,65,22,33,58,33,31,34,55,63
Muestra__760,42,26,36,55,36,36,44,34,32,40,40,22,31,33,35,31,24,43,26,54,33,49,33,43,40,39,28,22,55,42
Muestra__761,29,35,33,29,26,35,26,31,28,27,28,48,38,34,48,35,40,44,23,25,31,27,42,58,29,44,63,55,33,38
Muestra__762,32,27,33,34,29,29,35,34,40,46,29,43,35,44,58,40,23,35,40,33,49,26,30,44,38,22,63,35,24,60
Muestra__763,24,32,34,48,55,34,28,45,26,58,48,31,33,24,35,40,47,42,23,49,46,35,40,63,19,22,46,31,30,31
Muestra__764,58,34,47,55,22,28,38,35,55,24,65,35,50,28,34,26,28,53,27,19,26,46,48,45,37,40,36,26,24,29
Muestra__765,46,33,36,27,50,37,45,27,31,25,58,24,36,33,33,35,26,54,49,33,26,35,38,27,19,53,63,24,27,28
Muestra__766,31,35,42,36,34,33,49,36,27,29,33,26,25,27,33,44,31,35,53,46,29,36,36,38,24,43,34,60,34,32
Muestra__767,32,30,40,38,48,35,28,31,34,63,32,43,26,31,NA,46,50,29,46,34,26,40,28,43,37,58,60,48,40,44
Muestra__768,27,25,46,65,32,48,27,38,33,31,23,28,29,32,28,52,38,44,46,28,38,28,46,47,35,34,25,32,33,24
Muestra__769,63,39,40,38,48,36,25,33,43,47,53,26,24,36,44,32,55,32,31,52,25,32,30,27,31,35,34,28,29,31
Muestra__770,65,40,27,42,50,31,24,35,35,40,34,34,34,NA,40,34,22,32,52,25,39,55,32,30,26,31,28,65,42,40
Muestra__771,42,33,24,48,40,27,39,30,32,43,44,31,34,42,29,35,24,33,33,35,55,32,55,33,28,34,24,NA,35,28
Muestra__772,44,46,34,31,35,32,58,29,50,26,33,NA,40,35,43,33,42,33,44,39,46,31,33,22,48,34,45,34,65,27
Muestra__773,37,33,27,46,49,32,31,35,63,50,33,30,34,53,31,36,33,38,33,34,30,22,33,31,42,32,40,33,45,NA
Muestra__774,46,35,52,34,43,25,32,30,44,28,40,27,31,48,22,37,40,65,31,32,49,35,35,34,30,27,26,37,34,32
Muestra__775,33,29,31,46,34,46,42,26,25,31,47,31,22,25,44,34,35,24,60,33,31,42,31,24,58,35,42,33,31,30
Muestra__776,46,24,58,52,34,38,32,40,33,28,50,31,33,28,32,63,31,24,35,31,40,28,34,19,46,48,33,34,24,31
Muestra__777,38,42,31,34,31,40,32,40,19,22,35,NA,31,43,24,49,50,26,43,55,27,50,35,29,33,47,52,35,31,22
Muestra__778,22,42,35,45,27,35,29,36,31,27,33,32,35,34,24,31,60,33,19,40,31,30,35,23,35,42,34,63,36,32
Muestra__779,45,27,33,52,40,38,40,47,22,33,40,43,46,25,36,34,32,30,48,42,29,34,34,32,36,32,39,50,26,37
Muestra__780,28,24,32,36,40,27,31,49,19,33,35,55,42,40,37,58,44,36,34,46,34,35,35,25,23,25,34,35,60,40
Muestra__781,63,44,40,47,50,29,23,55,52,34,29,31,40,38,39,27,58,31,30,31,35,43,40,60,38,27,34,27,28,25
Muestra__782,43,31,33,26,38,40,52,58,50,22,32,47,38,27,28,53,32,27,24,36,35,65,24,33,31,60,63,34,23,34
Muestra__783,22,42,19,23,48,22,32,37,31,35,34,31,27,33,36,48,34,55,45,35,46,43,24,22,55,24,25,27,65,29
Muestra__784,58,36,40,28,49,33,27,39,26,45,32,25,NA,31,40,37,34,24,24,63,45,33,22,34,33,40,35,48,44,22
Muestra__785,39,33,24,36,33,39,47,31,30,NA,31,28,27,33,25,35,46,46,32,45,22,27,22,49,32,28,40,37,55,24
Muestra__786,42,30,35,26,27,34,40,31,35,38,32,36,40,NA,44,47,35,24,42,31,24,31,27,31,30,39,37,42,50,32
Muestra__787,27,34,40,32,39,32,33,28,36,38,46,28,34,32,34,35,43,31,50,37,45,26,NA,36,35,44,34,35,46,31
Muestra__788,40,35,22,25,32,33,34,50,34,30,39,29,NA,58,26,44,49,27,35,38,40,31,37,29,33,48,25,NA,27,40
Muestra__789,42,42,55,33,34,26,29,22,35,33,46,38,36,37,27,34,34,36,40,46,44,50,40,44,42,35,25,34,26,33
Muestra__790,31,28,34,27,27,46,52,34,32,27,24,NA,29,35,48,45,40,43,36,31,31,55,35,45,32,30,25,34,24,35
Muestra__791,65,48,32,60,30,47,32,35,23,46,28,35,31,33,58,34,34,27,24,34,25,53,29,42,33,49,33,27,32,39
Muestra__792,29,28,50,35,34,27,31,32,30,24,38,45,40,29,33,52,25,34,35,40,33,25,46,37,31,53,33,45,31,22
Muestra__793,53,46,26,26,29,40,26,22,27,40,27,44,38,31,32,36,46,33,27,31,49,40,32,28,65,36,19,33,29,39
Muestra__794,46,35,44,24,65,44,40,42,27,24,40,35,34,25,65,27,37,46,53,54,26,27,34,34,34,31,36,34,46,31
Muestra__795,24,31,44,22,65,39,31,33,33,40,27,63,34,40,54,45,52,40,27,43,44,35,27,29,28,24,36,31,34,40
Muestra__796,60,44,27,29,33,32,40,39,36,46,37,44,50,55,26,26,32,25,45,34,22,24,36,31,46,37,35,28,38,35
Muestra__797,30,52,28,63,34,31,58,34,24,33,40,27,31,19,34,31,65,49,52,32,40,45,25,33,38,28,44,40,25,NA
Muestra__798,55,33,22,32,24,45,35,26,55,49,32,34,34,29,35,24,36,30,26,19,22,37,36,36,27,46,37,46,29,31
Muestra__799,38,44,27,52,45,33,36,31,26,42,58,38,46,29,40,32,29,27,34,47,43,28,60,22,48,34,32,37,34,28
Muestra__800,38,NA,37,43,43,31,29,19,31,27,25,31,31,44,27,52,32,26,22,39,30,35,48,26,58,46,22,34,36,48
Muestra__801,27,24,33,38,26,31,32,39,60,46,43,27,45,42,32,NA,37,33,32,35,32,35,28,35,40,50,34,26,40,46
Muestra__802,63,47,38,30,40,46,31,24,40,27,31,32,50,23,33,40,45,42,46,28,55,34,38,NA,33,32,65,40,36,34
Muestra__803,33,28,31,26,44,58,36,32,46,28,28,47,34,34,40,29,42,30,36,36,53,25,45,35,25,37,55,34,46,46
Muestra__804,29,39,28,55,31,33,30,33,40,35,46,35,50,33,31,27,36,32,34,58,45,35,25,40,55,40,34,34,31,48
Muestra__805,44,38,34,29,33,32,27,31,25,28,43,37,40,33,58,45,38,44,46,55,31,42,29,27,28,24,22,27,60,22
Muestra__806,27,60,65,22,35,29,42,35,28,26,28,34,22,22,32,29,37,29,32,55,44,45,32,33,40,23,48,31,31,34
Muestra__807,22,55,26,36,40,34,32,27,29,29,34,58,50,24,46,38,31,33,37,31,65,40,55,36,49,40,40,26,33,34
Muestra__808,31,35,45,24,35,34,27,35,26,65,27,37,28,44,46,46,44,42,38,55,46,28,40,35,32,33,54,40,NA,43
Muestra__809,36,40,32,55,40,25,30,38,32,25,34,26,46,33,23,34,42,26,33,52,34,31,52,22,NA,31,49,44,45,34
Muestra__810,34,27,32,30,37,36,24,31,29,24,28,52,26,49,26,27,32,27,32,54,25,37,53,34,52,22,NA,39,55,24
Muestra__811,31,31,47,30,46,25,46,27,40,40,49,63,23,37,35,46,55,45,27,55,40,31,48,39,26,28,44,34,34,26
Muestra__812,28,40,33,31,49,38,26,44,29,33,27,27,46,27,34,31,28,29,42,37,39,26,39,50,55,24,32,58,44,32
Muestra__813,26,22,36,35,32,32,25,31,26,26,42,37,40,46,40,28,52,29,40,29,38,48,53,35,55,65,39,35,24,46
Muestra__814,40,19,33,24,30,48,25,39,35,40,33,58,46,35,32,26,40,40,33,43,30,53,33,35,40,35,35,29,NA,34
Muestra__815,34,65,44,26,35,31,45,30,37,34,50,42,40,65,36,NA,42,37,48,55,35,23,31,35,46,29,26,31,42,28
